Quest Name,Objective,Steps,Min Level,Max Level,First Step Position
Spawn Point Wander,"Spawn Point (212.68 -1.22 350.13)",1,0,99,"(212.68, -1.22, 350.13)"
Spawn Point Wander,"Spawn Point (-147.52 0.13 -67.43)",1,0,99,"(-147.52, 0.13, -67.43)"
Spawn Point Wander,"Spawn Point (-135.79 2.34 401.49)",1,0,99,"(-135.79, 2.34, 401.49)"
Spawn Point Wander,"Spawn Point (-71.95 1.46 154.77)",1,0,99,"(-71.95, 1.46, 154.77)"
Spawn Point Wander,"Spawn Point (143.03 3.52 359.66)",1,0,99,"(143.03, 3.52, 359.66)"
Spawn Point Wander,"Spawn Point (206.16 6.93 299.25)",1,0,99,"(206.16, 6.93, 299.25)"
Spawn Point Wander,"Spawn Point (271.01 3.53 371.18)",1,0,99,"(271.01, 3.53, 371.18)"
Spawn Point Wander,"Spawn Point (89.82 2.68 314.92)",1,0,99,"(89.82, 2.68, 314.92)"
Spawn Point Wander,"Spawn Point (209.84 3.94 297.28)",1,0,99,"(209.84, 3.94, 297.28)"
Spawn Point Wander,"Spawn Point (258.62 -5.94 48.84)",1,0,99,"(258.62, -5.94, 48.84)"
Spawn Point Wander,"Spawn Point (211.97 0.44 345.29)",1,0,99,"(211.97, 0.44, 345.29)"
Spawn Point Wander,"Spawn Point (274.05 4.78 518.33)",1,0,99,"(274.05, 4.78, 518.33)"
Spawn Point Wander,"Spawn Point (106.65 -1.85 -162.60)",1,0,99,"(106.65, -1.85, -162.60)"
Spawn Point Wander,"Spawn Point (271.83 3.53 369.48)",1,0,99,"(271.83, 3.53, 369.48)"
Spawn Point Wander,"Spawn Point (-134.38 2.55 395.89)",1,0,99,"(-134.38, 2.55, 395.89)"
Spawn Point Wander,"Spawn Point (-69.32 1.46 156.10)",1,0,99,"(-69.32, 1.46, 156.10)"
Spawn Point Wander,"Spawn Point (142.39 3.52 361.57)",1,0,99,"(142.39, 3.52, 361.57)"
Spawn Point Wander,"Spawn Point (-157.98 9.68 -26.73)",1,0,99,"(-157.98, 9.68, -26.73)"
Spawn Point Wander,"Spawn Point (-195.37 4.99 384.65)",1,0,99,"(-195.37, 4.99, 384.65)"
Spawn Point Wander,"Spawn Point (-1.16 -3.71 -4.18)",1,0,99,"(-1.16, -3.71, -4.18)"
Spawn Point Wander,"Spawn Point (177.29 3.09 234.76)",1,0,99,"(177.29, 3.09, 234.76)"
Spawn Point Wander,"Spawn Point (81.40 2.76 297.38)",1,0,99,"(81.40, 2.76, 297.38)"
Spawn Point Wander,"Spawn Point (224.40 0.46 219.96)",1,0,99,"(224.40, 0.46, 219.96)"
Spawn Point Wander,"Spawn Point (-162.00 2.26 289.52)",1,0,99,"(-162.00, 2.26, 289.52)"
Spawn Point Wander,"Spawn Point (251.74 -1.07 148.39)",1,0,99,"(251.74, -1.07, 148.39)"
Spawn Point Wander,"Spawn Point (-161.69 3.22 180.66)",1,0,99,"(-161.69, 3.22, 180.66)"
Spawn Point Wander,"Spawn Point (211.02 0.47 346.08)",1,0,99,"(211.02, 0.47, 346.08)"
Spawn Point Wander,"Spawn Point (-225.56 5.23 282.18)",1,0,99,"(-225.56, 5.23, 282.18)"
Spawn Point Wander,"Spawn Point (-243.08 3.69 243.48)",1,0,99,"(-243.08, 3.69, 243.48)"
Spawn Point Wander,"Spawn Point (89.28 35.02 101.34)",1,0,99,"(89.28, 35.02, 101.34)"
Spawn Point Wander,"Spawn Point (-84.90 1.46 175.60)",1,0,99,"(-84.90, 1.46, 175.60)"
Spawn Point Wander,"Spawn Point (-14.89 2.76 -139.34)",1,0,99,"(-14.89, 2.76, -139.34)"
Spawn Point Wander,"Spawn Point (-162.76 3.22 177.97)",1,0,99,"(-162.76, 3.22, 177.97)"
Spawn Point Wander,"Spawn Point (-178.03 1.22 107.92)",1,0,99,"(-178.03, 1.22, 107.92)"
Spawn Point Wander,"Spawn Point (251.63 -1.07 145.41)",1,0,99,"(251.63, -1.07, 145.41)"
Spawn Point Wander,"Spawn Point (-77.38 0.94 75.04)",1,0,99,"(-77.38, 0.94, 75.04)"
Spawn Point Wander,"Spawn Point (207.76 3.55 404.55)",1,0,99,"(207.76, 3.55, 404.55)"
Spawn Point Wander,"Spawn Point (173.44 -1.22 57.74)",1,0,99,"(173.44, -1.22, 57.74)"
Spawn Point Wander,"Spawn Point (158.33 3.62 428.53)",1,0,99,"(158.33, 3.62, 428.53)"
Spawn Point Wander,"Spawn Point (-155.78 9.67 -26.93)",1,0,99,"(-155.78, 9.67, -26.93)"
Spawn Point Wander,"Spawn Point (244.86 -3.21 -40.06)",1,0,99,"(244.86, -3.21, -40.06)"
Spawn Point Wander,"Spawn Point (-93.88 0.94 86.85)",1,0,99,"(-93.88, 0.94, 86.85)"
Spawn Point Wander,"Spawn Point (-52.41 0.67 -66.38)",1,0,99,"(-52.41, 0.67, -66.38)"
Spawn Point Wander,"Spawn Point (-135.39 2.55 399.66)",1,0,99,"(-135.39, 2.55, 399.66)"
Spawn Point Wander,"Spawn Point (-206.34 3.37 181.00)",1,0,99,"(-206.34, 3.37, 181.00)"
Spawn Point Wander,"Spawn Point (-190.09 3.14 338.11)",1,0,99,"(-190.09, 3.14, 338.11)"
Spawn Point Wander,"Spawn Point (166.96 -1.45 -132.76)",1,0,99,"(166.96, -1.45, -132.76)"
Spawn Point Wander,"Spawn Point (-16.71 2.68 238.50)",1,0,99,"(-16.71, 2.68, 238.50)"
Spawn Point Wander,"Spawn Point (165.54 -1.28 106.77)",1,0,99,"(165.54, -1.28, 106.77)"
Spawn Point Wander,"Spawn Point (-65.71 2.70 461.36)",1,0,99,"(-65.71, 2.70, 461.36)"
Spawn Point Wander,"Spawn Point (-77.60 3.24 336.71)",1,0,99,"(-77.60, 3.24, 336.71)"
Spawn Point Wander,"Spawn Point (-87.68 1.46 178.30)",1,0,99,"(-87.68, 1.46, 178.30)"
Spawn Point Wander,"Spawn Point (245.03 -3.21 -38.56)",1,0,99,"(245.03, -3.21, -38.56)"
Spawn Point Wander,"Spawn Point (173.77 -1.22 56.25)",1,0,99,"(173.77, -1.22, 56.25)"
Spawn Point Wander,"Spawn Point (-227.27 5.23 282.53)",1,0,99,"(-227.27, 5.23, 282.53)"
Spawn Point Wander,"Spawn Point (38.52 0.11 -46.80)",1,0,99,"(38.52, 0.11, -46.80)"
Spawn Point Wander,"Spawn Point (-136.07 0.13 -71.29)",1,0,99,"(-136.07, 0.13, -71.29)"
Spawn Point Wander,"Spawn Point (-191.39 3.14 344.70)",1,0,99,"(-191.39, 3.14, 344.70)"
Spawn Point Wander,"Spawn Point (140.69 -1.42 -51.71)",1,0,99,"(140.69, -1.42, -51.71)"
Spawn Point Wander,"Spawn Point (-165.63 3.16 183.07)",1,0,99,"(-165.63, 3.16, 183.07)"
Spawn Point Wander,"Spawn Point (-151.11 0.74 -66.90)",1,0,99,"(-151.11, 0.74, -66.90)"
Spawn Point Wander,"Spawn Point (-58.33 3.21 -145.35)",1,0,99,"(-58.33, 3.21, -145.35)"
Spawn Point Wander,"Spawn Point (79.90 0.88 165.16)",1,0,99,"(79.90, 0.88, 165.16)"
Spawn Point Wander,"Spawn Point (259.07 -5.34 76.58)",1,0,99,"(259.07, -5.34, 76.58)"
Spawn Point Wander,"Spawn Point (-61.89 2.70 461.65)",1,0,99,"(-61.89, 2.70, 461.65)"
Spawn Point Wander,"Spawn Point (-136.26 2.34 402.74)",1,0,99,"(-136.26, 2.34, 402.74)"
Spawn Point Wander,"Spawn Point (214.21 4.00 172.47)",1,0,99,"(214.21, 4.00, 172.47)"
Spawn Point Wander,"Spawn Point (184.84 -4.20 30.20)",1,0,99,"(184.84, -4.20, 30.20)"
Spawn Point Wander,"Spawn Point (-81.37 3.30 338.11)",1,0,99,"(-81.37, 3.30, 338.11)"
Spawn Point Wander,"Spawn Point (234.40 -2.05 -105.55)",1,0,99,"(234.40, -2.05, -105.55)"
Spawn Point Wander,"Spawn Point (-43.21 6.70 -114.20)",1,0,99,"(-43.21, 6.70, -114.20)"
Spawn Point Wander,"Spawn Point (-79.00 3.31 336.76)",1,0,99,"(-79.00, 3.31, 336.76)"
Spawn Point Wander,"Spawn Point (-226.15 5.23 280.78)",1,0,99,"(-226.15, 5.23, 280.78)"
Spawn Point Wander,"Spawn Point (-153.62 0.13 -64.64)",1,0,99,"(-153.62, 0.13, -64.64)"
Spawn Point Wander,"Spawn Point (43.74 28.51 -17.01)",1,0,99,"(43.74, 28.51, -17.01)"
Spawn Point Wander,"Spawn Point (99.03 -1.85 -158.78)",1,0,99,"(99.03, -1.85, -158.78)"
Spawn Point Wander,"Spawn Point (-81.29 3.30 336.31)",1,0,99,"(-81.29, 3.30, 336.31)"
Spawn Point Wander,"Spawn Point (-3.19 -3.71 -6.13)",1,0,99,"(-3.19, -3.71, -6.13)"
Spawn Point Wander,"Spawn Point (208.59 -1.22 350.43)",1,0,99,"(208.59, -1.22, 350.43)"
Spawn Point Wander,"Spawn Point (184.84 3.41 328.16)",1,0,99,"(184.84, 3.41, 328.16)"
Spawn Point Wander,"Spawn Point (-166.71 23.20 390.43)",1,0,99,"(-166.71, 23.20, 390.43)"
Spawn Point Wander,"Spawn Point (114.21 1.25 192.06)",1,0,99,"(114.21, 1.25, 192.06)"
Spawn Point Wander,"Spawn Point (-106.95 0.66 -30.76)",1,0,99,"(-106.95, 0.66, -30.76)"
Spawn Point Wander,"Spawn Point (167.91 -1.45 -128.53)",1,0,99,"(167.91, -1.45, -128.53)"
Spawn Point Wander,"Spawn Point (229.38 3.37 410.74)",1,0,99,"(229.38, 3.37, 410.74)"
Spawn Point Wander,"Spawn Point (222.50 0.53 182.68)",1,0,99,"(222.50, 0.53, 182.68)"
Spawn Point Wander,"Spawn Point (-16.39 2.63 231.31)",1,0,99,"(-16.39, 2.63, 231.31)"
Spawn Point Wander,"Spawn Point (271.59 -1.23 379.89)",1,0,99,"(271.59, -1.23, 379.89)"
Spawn Point Wander,"Spawn Point (38.39 2.16 194.98)",1,0,99,"(38.39, 2.16, 194.98)"
Spawn Point Wander,"Spawn Point (-244.44 2.19 237.97)",1,0,99,"(-244.44, 2.19, 237.97)"
Spawn Point Wander,"Spawn Point (147.22 3.53 358.00)",1,0,99,"(147.22, 3.53, 358.00)"
Spawn Point Wander,"Spawn Point (189.16 1.67 206.87)",1,0,99,"(189.16, 1.67, 206.87)"
Spawn Point Wander,"Spawn Point (188.93 0.60 195.19)",1,0,99,"(188.93, 0.60, 195.19)"
Spawn Point Wander,"Spawn Point (-230.64 2.20 342.45)",1,0,99,"(-230.64, 2.20, 342.45)"
Spawn Point Wander,"Spawn Point (-192.37 8.76 421.58)",1,0,99,"(-192.37, 8.76, 421.58)"
Spawn Point Wander,"Spawn Point (211.09 3.94 297.40)",1,0,99,"(211.09, 3.94, 297.40)"
Spawn Point Wander,"Spawn Point (-108.95 0.66 -28.31)",1,0,99,"(-108.95, 0.66, -28.31)"
Spawn Point Wander,"Spawn Point (142.93 3.62 357.98)",1,0,99,"(142.93, 3.62, 357.98)"
Spawn Point Wander,"Spawn Point (81.33 0.88 163.59)",1,0,99,"(81.33, 0.88, 163.59)"
Spawn Point Wander,"Spawn Point (-111.45 0.67 -30.92)",1,0,99,"(-111.45, 0.67, -30.92)"
Spawn Point Wander,"Spawn Point (168.30 -1.45 -130.72)",1,0,99,"(168.30, -1.45, -130.72)"
Spawn Point Wander,"Spawn Point (77.91 0.70 165.45)",1,0,99,"(77.91, 0.70, 165.45)"
Spawn Point Wander,"Spawn Point (95.92 2.68 306.48)",1,0,99,"(95.92, 2.68, 306.48)"
Spawn Point Wander,"Spawn Point (164.28 0.54 136.68)",1,0,99,"(164.28, 0.54, 136.68)"
Spawn Point Wander,"Spawn Point (269.85 -1.23 381.27)",1,0,99,"(269.85, -1.23, 381.27)"
Spawn Point Wander,"Spawn Point (-195.64 4.99 387.01)",1,0,99,"(-195.64, 4.99, 387.01)"
Spawn Point Wander,"Spawn Point (45.11 2.72 413.60)",1,0,99,"(45.11, 2.72, 413.60)"
Spawn Point Wander,"Spawn Point (93.93 2.58 451.26)",1,0,99,"(93.93, 2.58, 451.26)"
Spawn Point Wander,"Spawn Point (273.30 -1.16 377.25)",1,0,99,"(273.30, -1.16, 377.25)"
Spawn Point Wander,"Spawn Point (-194.21 8.76 423.09)",1,0,99,"(-194.21, 8.76, 423.09)"
Spawn Point Wander,"Spawn Point (-12.53 2.63 231.92)",1,0,99,"(-12.53, 2.63, 231.92)"
Spawn Point Wander,"Spawn Point (260.21 -1.20 130.04)",1,0,99,"(260.21, -1.20, 130.04)"
Spawn Point Wander,"Spawn Point (104.25 -1.85 -162.48)",1,0,99,"(104.25, -1.85, -162.48)"
Spawn Point Wander,"Spawn Point (185.35 3.53 451.26)",1,0,99,"(185.35, 3.53, 451.26)"
Spawn Point Wander,"Spawn Point (-162.39 3.16 182.14)",1,0,99,"(-162.39, 3.16, 182.14)"
Spawn Point Wander,"Spawn Point (-98.32 0.94 86.31)",1,0,99,"(-98.32, 0.94, 86.31)"
Spawn Point Wander,"Spawn Point (46.17 2.72 415.75)",1,0,99,"(46.17, 2.72, 415.75)"
Spawn Point Wander,"Spawn Point (-181.53 2.45 415.07)",1,0,99,"(-181.53, 2.45, 415.07)"
Spawn Point Wander,"Spawn Point (-50.79 0.67 -65.07)",1,0,99,"(-50.79, 0.67, -65.07)"
Spawn Point Wander,"Spawn Point (177.51 3.09 236.55)",1,0,99,"(177.51, 3.09, 236.55)"
Spawn Point Wander,"Spawn Point (-119.24 14.90 -12.25)",1,0,99,"(-119.24, 14.90, -12.25)"
Spawn Point Wander,"Spawn Point (-135.91 2.55 395.47)",1,0,99,"(-135.91, 2.55, 395.47)"
Spawn Point Wander,"Spawn Point (275.67 -4.43 88.00)",1,0,99,"(275.67, -4.43, 88.00)"
Spawn Point Wander,"Spawn Point (70.99 0.27 -49.28)",1,0,99,"(70.99, 0.27, -49.28)"
Spawn Point Wander,"Spawn Point (245.60 -5.69 24.87)",1,0,99,"(245.60, -5.69, 24.87)"
Spawn Point Wander,"Spawn Point (-152.38 0.66 -62.95)",1,0,99,"(-152.38, 0.66, -62.95)"
Spawn Point Wander,"Spawn Point (-31.63 0.62 -59.60)",1,0,99,"(-31.63, 0.62, -59.60)"
Spawn Point Wander,"Spawn Point (215.23 3.37 330.80)",1,0,99,"(215.23, 3.37, 330.80)"
Spawn Point Wander,"Spawn Point (-30.12 0.69 -63.18)",1,0,99,"(-30.12, 0.69, -63.18)"
Spawn Point Wander,"Spawn Point (234.57 0.46 215.79)",1,0,99,"(234.57, 0.46, 215.79)"
Spawn Point Wander,"Spawn Point (210.47 -1.22 351.64)",1,0,99,"(210.47, -1.22, 351.64)"
Spawn Point Wander,"Spawn Point (206.92 3.94 295.84)",1,0,99,"(206.92, 3.94, 295.84)"
Spawn Point Wander,"Spawn Point (-35.53 1.46 156.55)",1,0,99,"(-35.53, 1.46, 156.55)"
Spawn Point Wander,"Spawn Point (207.14 4.05 298.55)",1,0,99,"(207.14, 4.05, 298.55)"
Spawn Point Wander,"Spawn Point (-175.04 2.46 466.14)",1,0,99,"(-175.04, 2.46, 466.14)"
Spawn Point Wander,"Spawn Point (186.52 -4.38 30.82)",1,0,99,"(186.52, -4.38, 30.82)"
Spawn Point Wander,"Spawn Point (75.69 0.56 165.33)",1,0,99,"(75.69, 0.56, 165.33)"
Spawn Point Wander,"Spawn Point (259.91 -5.94 52.29)",1,0,99,"(259.91, -5.94, 52.29)"
Spawn Point Wander,"Spawn Point (-166.03 23.20 410.85)",1,0,99,"(-166.03, 23.20, 410.85)"
Spawn Point Wander,"Spawn Point (-191.95 8.76 423.31)",1,0,99,"(-191.95, 8.76, 423.31)"
Spawn Point Wander,"Spawn Point (185.45 3.53 456.85)",1,0,99,"(185.45, 3.53, 456.85)"
Spawn Point Wander,"Spawn Point (-176.05 1.22 108.38)",1,0,99,"(-176.05, 1.22, 108.38)"
Spawn Point Wander,"Spawn Point (-16.20 2.63 253.57)",1,0,99,"(-16.20, 2.63, 253.57)"
Spawn Point Wander,"Spawn Point (50.60 4.47 -134.51)",1,0,99,"(50.60, 4.47, -134.51)"
Spawn Point Wander,"Spawn Point (82.27 2.79 266.36)",1,0,99,"(82.27, 2.79, 266.36)"
Spawn Point Wander,"Spawn Point (-171.35 2.36 285.08)",1,0,99,"(-171.35, 2.36, 285.08)"
Spawn Point Wander,"Spawn Point (101.45 4.99 312.85)",1,0,99,"(101.45, 4.99, 312.85)"
Spawn Point Wander,"Spawn Point (117.27 0.58 188.66)",1,0,99,"(117.27, 0.58, 188.66)"
Spawn Point Wander,"Spawn Point (258.72 -5.34 77.86)",1,0,99,"(258.72, -5.34, 77.86)"
Spawn Point Wander,"Spawn Point (185.56 1.57 188.96)",1,0,99,"(185.56, 1.57, 188.96)"
Spawn Point Wander,"Spawn Point (192.33 1.07 221.81)",1,0,99,"(192.33, 1.07, 221.81)"
Spawn Point Wander,"Spawn Point (-204.06 3.37 179.40)",1,0,99,"(-204.06, 3.37, 179.40)"
Spawn Point Wander,"Spawn Point (202.85 3.55 402.46)",1,0,99,"(202.85, 3.55, 402.46)"
Spawn Point Wander,"Spawn Point (142.87 3.62 363.48)",1,0,99,"(142.87, 3.62, 363.48)"
Spawn Point Wander,"Spawn Point (-105.04 2.32 267.04)",1,0,99,"(-105.04, 2.32, 267.04)"
Spawn Point Wander,"Spawn Point (-36.05 5.22 -64.39)",1,0,99,"(-36.05, 5.22, -64.39)"
Spawn Point Wander,"Spawn Point (75.18 -0.63 92.28)",1,0,99,"(75.18, -0.63, 92.28)"
Spawn Point Wander,"Spawn Point (-139.95 2.55 401.05)",1,0,99,"(-139.95, 2.55, 401.05)"
Spawn Point Wander,"Spawn Point (244.58 -3.21 -41.78)",1,0,99,"(244.58, -3.21, -41.78)"
Spawn Point Wander,"Spawn Point (98.71 2.76 450.63)",1,0,99,"(98.71, 2.76, 450.63)"
Spawn Point Wander,"Spawn Point (257.73 -1.23 359.39)",1,0,99,"(257.73, -1.23, 359.39)"
Spawn Point Wander,"Spawn Point (-153.90 0.65 -64.47)",1,0,99,"(-153.90, 0.65, -64.47)"
Spawn Point Wander,"Spawn Point (126.70 -1.42 -27.66)",1,0,99,"(126.70, -1.42, -27.66)"
Spawn Point Wander,"Spawn Point (-70.47 1.46 152.37)",1,0,99,"(-70.47, 1.46, 152.37)"
Spawn Point Wander,"Spawn Point (-59.73 4.49 -149.70)",1,0,99,"(-59.73, 4.49, -149.70)"
Spawn Point Wander,"Spawn Point (-176.55 2.46 468.99)",1,0,99,"(-176.55, 2.46, 468.99)"
Spawn Point Wander,"Spawn Point (-42.94 6.67 -115.67)",1,0,99,"(-42.94, 6.67, -115.67)"
Spawn Point Wander,"Spawn Point (-254.20 3.47 149.63)",1,0,99,"(-254.20, 3.47, 149.63)"
Spawn Point Wander,"Spawn Point (-13.87 2.76 -132.86)",1,0,99,"(-13.87, 2.76, -132.86)"
Spawn Point Wander,"Spawn Point (-2.68 -3.71 -4.22)",1,0,99,"(-2.68, -3.71, -4.22)"
Spawn Point Wander,"Spawn Point (53.22 4.53 -132.52)",1,0,99,"(53.22, 4.53, -132.52)"
Spawn Point Wander,"Spawn Point (-193.63 3.14 346.52)",1,0,99,"(-193.63, 3.14, 346.52)"
Spawn Point Wander,"Spawn Point (216.25 3.97 174.02)",1,0,99,"(216.25, 3.97, 174.02)"
Spawn Point Wander,"Spawn Point (-174.29 1.22 107.64)",1,0,99,"(-174.29, 1.22, 107.64)"
Spawn Point Wander,"Spawn Point (-195.95 4.99 389.31)",1,0,99,"(-195.95, 4.99, 389.31)"
Spawn Point Wander,"Spawn Point (272.00 -1.16 374.65)",1,0,99,"(272.00, -1.16, 374.65)"
Spawn Point Wander,"Spawn Point (-149.90 9.67 -27.34)",1,0,99,"(-149.90, 9.67, -27.34)"
Spawn Point Wander,"Spawn Point (-31.45 0.61 -70.64)",1,0,99,"(-31.45, 0.61, -70.64)"
Spawn Point Wander,"Spawn Point (226.23 3.35 410.50)",1,0,99,"(226.23, 3.35, 410.50)"
Spawn Point Wander,"Spawn Point (43.75 2.72 416.53)",1,0,99,"(43.75, 2.72, 416.53)"
Spawn Point Wander,"Spawn Point (-96.10 0.94 87.00)",1,0,99,"(-96.10, 0.94, 87.00)"
Spawn Point Wander,"Spawn Point (268.66 -4.43 88.95)",1,0,99,"(268.66, -4.43, 88.95)"
Spawn Point Wander,"Spawn Point (274.11 -1.16 376.21)",1,0,99,"(274.11, -1.16, 376.21)"
Spawn Point Wander,"Spawn Point (271.21 -1.23 378.53)",1,0,99,"(271.21, -1.23, 378.53)"
Spawn Point Wander,"Spawn Point (-141.02 2.55 400.98)",1,0,99,"(-141.02, 2.55, 400.98)"
Spawn Point Wander,"Spawn Point (203.16 -1.23 405.03)",1,0,99,"(203.16, -1.23, 405.03)"
Spawn Point Wander,"Spawn Point (-103.88 2.32 267.98)",1,0,99,"(-103.88, 2.32, 267.98)"
Spawn Point Wander,"Spawn Point (165.54 -1.28 106.77)",1,0,99,"(165.54, -1.28, 106.77)"
Spawn Point Wander,"Spawn Point (101.47 2.68 290.25)",1,0,99,"(101.47, 2.68, 290.25)"
Spawn Point Wander,"Spawn Point (-193.90 4.99 389.21)",1,0,99,"(-193.90, 4.99, 389.21)"
Spawn Point Wander,"Spawn Point (75.35 -0.70 90.23)",1,0,99,"(75.35, -0.70, 90.23)"
Spawn Point Wander,"Spawn Point (226.23 3.35 410.50)",1,0,99,"(226.23, 3.35, 410.50)"
Spawn Point Wander,"Spawn Point (273.20 4.78 516.70)",1,0,99,"(273.20, 4.78, 516.70)"
Spawn Point Wander,"Spawn Point (-203.70 3.37 182.27)",1,0,99,"(-203.70, 3.37, 182.27)"
Spawn Point Wander,"Spawn Point (274.74 4.78 517.33)",1,0,99,"(274.74, 4.78, 517.33)"
Spawn Point Wander,"Spawn Point (275.42 4.78 516.13)",1,0,99,"(275.42, 4.78, 516.13)"
Spawn Point Wander,"Spawn Point (143.03 -1.42 -36.03)",1,0,99,"(143.03, -1.42, -36.03)"
Spawn Point Wander,"Spawn Point (65.73 28.51 -16.06)",1,0,99,"(65.73, 28.51, -16.06)"
Spawn Point Wander,"Spawn Point (273.07 -1.23 375.71)",1,0,99,"(273.07, -1.23, 375.71)"
Spawn Point Wander,"Spawn Point (277.16 -4.43 87.97)",1,0,99,"(277.16, -4.43, 87.97)"
Spawn Point Wander,"Spawn Point (-50.03 5.22 -62.10)",1,0,99,"(-50.03, 5.22, -62.10)"
Spawn Point Wander,"Spawn Point (216.15 -4.47 30.71)",1,0,99,"(216.15, -4.47, 30.71)"
Spawn Point Wander,"Spawn Point (154.14 3.62 428.13)",1,0,99,"(154.14, 3.62, 428.13)"
Spawn Point Wander,"Spawn Point (164.55 0.54 138.12)",1,0,99,"(164.55, 0.54, 138.12)"
Spawn Point Wander,"Spawn Point (-173.31 2.46 467.43)",1,0,99,"(-173.31, 2.46, 467.43)"
Spawn Point Wander,"Spawn Point (272.04 4.77 516.17)",1,0,99,"(272.04, 4.77, 516.17)"
Spawn Point Wander,"Spawn Point (76.33 2.84 288.37)",1,0,99,"(76.33, 2.84, 288.37)"
Spawn Point Wander,"Spawn Point (-159.77 0.74 -21.03)",1,0,99,"(-159.77, 0.74, -21.03)"
Spawn Point Wander,"Spawn Point (-109.62 1.46 73.13)",1,0,99,"(-109.62, 1.46, 73.13)"
Spawn Point Wander,"Spawn Point (57.38 0.27 -55.49)",1,0,99,"(57.38, 0.27, -55.49)"
Spawn Point Wander,"Spawn Point (272.32 -4.49 87.69)",1,0,99,"(272.32, -4.49, 87.69)"
Spawn Point Wander,"Spawn Point (58.61 11.90 309.91)",1,0,99,"(58.61, 11.90, 309.91)"
Spawn Point Wander,"Spawn Point (-42.92 6.68 -117.17)",1,0,99,"(-42.92, 6.68, -117.17)"
Spawn Point Wander,"Spawn Point (210.91 -1.22 350.16)",1,0,99,"(210.91, -1.22, 350.16)"
Spawn Point Wander,"Spawn Point (91.67 2.58 450.02)",1,0,99,"(91.67, 2.58, 450.02)"
Spawn Point Wander,"Spawn Point (-10.48 2.76 -137.96)",1,0,99,"(-10.48, 2.76, -137.96)"
Spawn Point Wander,"Spawn Point (43.58 0.27 -43.65)",1,0,99,"(43.58, 0.27, -43.65)"
Spawn Point Wander,"Spawn Point (256.98 -5.34 77.12)",1,0,99,"(256.98, -5.34, 77.12)"
Spawn Point Wander,"Spawn Point (-101.15 2.32 269.47)",1,0,99,"(-101.15, 2.32, 269.47)"
Spawn Point Wander,"Spawn Point (186.31 1.65 186.47)",1,0,99,"(186.31, 1.65, 186.47)"
Spawn Point Wander,"Spawn Point (-32.96 0.61 -69.86)",1,0,99,"(-32.96, 0.61, -69.86)"
Spawn Point Wander,"Spawn Point (155.15 3.62 430.34)",1,0,99,"(155.15, 3.62, 430.34)"
Spawn Point Wander,"Spawn Point (-76.26 3.34 336.63)",1,0,99,"(-76.26, 3.34, 336.63)"
Spawn Point Wander,"Spawn Point (207.36 1.17 190.41)",1,0,99,"(207.36, 1.17, 190.41)"
Spawn Point Wander,"Spawn Point (259.27 -1.23 358.50)",1,0,99,"(259.27, -1.23, 358.50)"
Spawn Point Wander,"Spawn Point (187.99 1.78 191.28)",1,0,99,"(187.99, 1.78, 191.28)"
Spawn Point Wander,"Spawn Point (95.66 2.65 448.81)",1,0,99,"(95.66, 2.65, 448.81)"
Spawn Point Wander,"Spawn Point (38.27 2.16 196.95)",1,0,99,"(38.27, 2.16, 196.95)"
Spawn Point Wander,"Spawn Point (164.55 0.54 138.12)",1,0,99,"(164.55, 0.54, 138.12)"
Spawn Point Wander,"Spawn Point (244.69 -3.21 -35.49)",1,0,99,"(244.69, -3.21, -35.49)"
Spawn Point Wander,"Spawn Point (-155.72 0.13 -58.13)",1,0,99,"(-155.72, 0.13, -58.13)"
Spawn Point Wander,"Spawn Point (-46.12 6.06 -114.01)",1,0,99,"(-46.12, 6.06, -114.01)"
Spawn Point Wander,"Spawn Point (-242.59 3.69 242.09)",1,0,99,"(-242.59, 3.69, 242.09)"
Spawn Point Wander,"Spawn Point (260.74 -5.94 48.67)",1,0,99,"(260.74, -5.94, 48.67)"
Spawn Point Wander,"Spawn Point (170.08 -1.45 -132.84)",1,0,99,"(170.08, -1.45, -132.84)"
Spawn Rush,"Spawn Rush: Objective #1",1,0,99,"(-153.90, 0.89, -64.47)"
Boss Hunter (bossKolontay),"Spawn Point (-258.28 2.86 140.75)",1,15,99,"(-258.28, 2.86, 140.75)"
Boss Hunter (bossKolontay),"Spawn Point (-253.99 3.09 125.36)",1,15,99,"(-253.99, 3.09, 125.36)"
Boss Hunter (bossKolontay),"Spawn Point (-123.55 5.10 -31.51)",1,15,99,"(-123.55, 5.10, -31.51)"
Boss Hunter (bossKolontay),"Spawn Point (-147.52 0.13 -67.43)",1,15,99,"(-147.52, 0.13, -67.43)"
Boss Hunter (bossKolontay),"Spawn Point (-136.07 0.13 -71.29)",1,15,99,"(-136.07, 0.13, -71.29)"
Boss Hunter (bossKolontay),"Spawn Point (-153.62 0.13 -64.64)",1,15,99,"(-153.62, 0.13, -64.64)"
Boss Hunter (bossKolontay),"Spawn Point (-254.20 3.47 149.63)",1,15,99,"(-254.20, 3.47, 149.63)"
Boss Hunter (bossKolontay),"Spawn Point (-155.72 0.13 -58.13)",1,15,99,"(-155.72, 0.13, -58.13)"
Boss Hunter (bossBoarSniper),"Spawn Point (55.02 11.90 297.38)",1,15,99,"(55.02, 11.90, 297.38)"
Boss Hunter (bossBoarSniper),"Spawn Point (58.61 11.90 309.91)",1,15,99,"(58.61, 11.90, 309.91)"
Lexos Director's Office,"Lexos Director's Office: Objective #1",1,15,99,"(63.59, 6.90, 322.65)"
